EEID,Full Name,Job Title,Department,Business Unit,Gender,Age,Hire Date,Annual Salary,Country,City,Exit Date
E04163,David Herrera,Engineering Manager,Engineering,Speciality Products,Male,32,10/9/2021,"$1,02,298 ",Brazil,Rio de Janerio,
E01652,Avery Dominguez,Sr. Manger,Sales,Corporate,Female,27,9/13/2019,"$1,33,297 ",Brazil,Rio de Janerio,
E00880,Grace Carter,Sr. Manger,Human Resources,Speciality Products,Female,25,3/17/2021,"$1,55,080 ",United States,Austin,
E04335,Parker Allen,Sr. Analyst,Sales,Speciality Products,Male,31,8/13/2018,"$81,828 ",United States,Miami,
E01300,Sadie Lee,Sr. Manger,Marketing,Corporate,Female,65,10/24/2000,"$1,49,417 ",China,Chengdu,
E03102,Cooper Valdez,Manager,Sales,Corporate,Male,50,4/25/2012,"$1,13,269 ",Brazil,Sao Paulo,
E04089,Sebastian Fong,Sr. Manger,IT,Manufacturing,Male,46,12/16/2017,"$1,36,716 ",United States,Austin,
E02059,Roman Munoz,Sr. Manger,Sales,Speciality Products,Male,54,10/20/2011,"$1,22,644 ",United States,Austin,
E03894,Charlotte Chang,Manager,Sales,Research & Development,Female,50,5/7/2000,"$1,06,428 ",United States,Chicago,
E03106,Xavier Davis,Vice President,Finance,Corporate,Male,36,1/17/2009,"$2,38,236 ",United States,Seattle,
E01350,Natalie Carter,Director,Finance,Corporate,Female,64,12/21/2012,"$1,53,253 ",United States,Austin,
E02900,Elena Richardson,Manager,Accounting,Manufacturing,Female,34,10/3/2014,"$1,03,707 ",United States,Columbus,
E02202,Emilia Bailey,Vice President,Accounting,Speciality Products,Female,41,8/9/2012,"$2,45,360 ",United States,Austin,
E02696,Ryan Lu,Development Engineer,Engineering,Speciality Products,Male,25,7/8/2021,"$67,275 ",United States,Columbus,
E01722,Asher Huynh,Manager,IT,Manufacturing,Male,45,1/22/2015,"$1,01,288 ",United States,Phoenix,
E04562,Kinsley Martinez,Director,Human Resources,Speciality Products,Female,52,8/28/1993,"$1,77,443 ",Brazil,Sao Paulo,
E00640,Paisley Bryant,Cloud Infrastructure Architect,IT,Manufacturing,Female,37,4/27/2016,"$91,400 ",United States,Chicago,
E02554,Joshua Ramirez,Vice President,Human Resources,Corporate,Male,44,9/10/2007,"$1,81,247 ",Brazil,Sao Paulo,
E03412,Joshua Martin,Sr. Manger,Human Resources,Research & Development,Male,42,10/20/2003,"$1,35,558 ",United States,Phoenix,
E00646,Charles Moore,Analyst,Accounting,Speciality Products,Male,49,12/17/2011,"$56,878 ",United States,Seattle,
E04670,Angel Do,IT Systems Architect,IT,Speciality Products,Male,34,9/20/2019,"$94,735 ",China,Beijing,
E03580,Maverick Medina,Analyst II,Sales,Manufacturing,Male,39,5/27/2007,"$51,234 ",United States,Seattle,
E00446,Isaac Han,Vice President,Human Resources,Speciality Products,Male,31,1/14/2015,"$2,30,025 ",United States,Phoenix,
E02363,Eliza Liang,Sr. Manger,Human Resources,Speciality Products,Female,36,3/11/2010,"$1,34,006 ",China,Beijing,
E03718,Zoe Zhou,Manager,Finance,Corporate,Female,61,10/6/2009,"$1,03,096 ",China,Beijing,
E01749,Nathan Lee,Analyst,Accounting,Manufacturing,Male,29,8/20/2016,"$58,703 ",United States,Columbus,
E02888,Elijah Ramos,Sr. Manger,IT,Speciality Products,Male,33,12/24/2012,"$1,32,544 ",Brazil,Rio de Janerio,
E01338,Jaxson Coleman,Manager,Finance,Manufacturing,Male,32,4/15/2020,"$1,26,671 ",United States,Miami,
E03000,Hailey Hong,Account Representative,Sales,Research & Development,Female,33,1/22/2021,"$56,405 ",United States,Chicago,
E01611,Gabriella Zhu,Computer Systems Manager,IT,Speciality Products,Female,36,11/29/2014,"$88,730 ",China,Chongqing,
E02684,Aaron Maldonado,Analyst II,Finance,Manufacturing,Male,39,9/17/2008,"$62,861 ",United States,Seattle,
E02561,Samantha Vargas,Director,Human Resources,Corporate,Female,53,7/21/2006,"$1,51,246 ",Brazil,Sao Paulo,
E03168,Nora Le,Sr. Manger,IT,Manufacturing,Female,53,4/12/1997,"$1,54,388 ",United States,Seattle,
E00758,Alice Roberts,Director,Human Resources,Manufacturing,Female,54,9/26/1994,"$1,62,978 ",United States,Miami,5/24/2004
E03691,Colton Garcia,Solutions Architect,IT,Speciality Products,Male,55,11/17/1993,"$80,170 ",United States,Miami,
E01488,Stella Lai,Sr. Analyst,Accounting,Manufacturing,Female,44,4/28/2021,"$98,520 ",United States,Miami,
E04415,Leonardo Luong,Manager,Finance,Manufacturing,Male,52,12/29/1999,"$1,16,527 ",United States,Phoenix,
E03278,Nicholas Wong,Director,Sales,Research & Development,Male,27,11/7/2019,"$1,74,607 ",United States,Columbus,
E00282,Jeremiah Castillo,Analyst II,Accounting,Research & Development,Male,58,4/12/2006,"$64,202 ",United States,Columbus,
E03305,Cooper Jiang,Analyst II,Accounting,Corporate,Male,49,7/25/2019,"$50,883 ",China,Chongqing,3/2/2021
E00559,Penelope Silva,Network Architect,IT,Speciality Products,Female,36,11/3/2016,"$94,618 ",United States,Columbus,
E02558,Jose Richardson,Director,Marketing,Research & Development,Male,26,10/15/2019,"$1,51,556 ",United States,Miami,
E00956,Eleanor Chau,Development Engineer,Engineering,Research & Development,Female,37,3/8/2020,"$80,659 ",United States,Phoenix,
E03858,John Cho,Director,Human Resources,Speciality Products,Male,47,11/3/2019,"$1,95,385 ",China,Chengdu,
E02221,Julian Delgado,Systems Analyst,IT,Speciality Products,Male,29,5/19/2016,"$52,693 ",Brazil,Rio de Janerio,
E00126,Isabella Scott,Network Administrator,IT,Research & Development,Female,58,4/26/2016,"$72,045 ",United States,Phoenix,
E02627,Parker Avila,Analyst II,Marketing,Manufacturing,Male,47,11/28/2005,"$62,749 ",Brazil,Manaus,
E03778,Luke Vu,Sr. Manger,Marketing,Speciality Products,Male,52,6/4/2018,"$1,54,884 ",China,Shanghai,
E00481,Jameson Nelson,Network Architect,IT,Research & Development,Male,61,3/8/2016,"$96,566 ",United States,Columbus,
E02833,Adrian Fernandez,Systems Analyst,IT,Research & Development,Male,45,8/23/2001,"$54,994 ",United States,Columbus,
E03902,Madison Hunter,Network Administrator,IT,Corporate,Female,40,2/5/2012,"$61,523 ",United States,Columbus,
E02310,Jordan Phillips,Vice President,Human Resources,Corporate,Male,45,12/12/2010,"$1,90,512 ",United States,Columbus,
E02661,Maya Chan,Controls Engineer,Engineering,Speciality Products,Female,37,2/13/2013,"$1,24,827 ",China,Beijing,
E00836,Wesley King,Manager,Accounting,Manufacturing,Male,57,1/19/2019,"$1,01,577 ",United States,Chicago,
E00682,Sofia Fernandez,Manager,Accounting,Manufacturing,Female,44,10/17/2005,"$1,05,223 ",United States,Phoenix,
E00287,Maverick Figueroa,IT Systems Architect,IT,Corporate,Male,48,7/6/2008,"$94,815 ",United States,Chicago,
E00785,Hannah Hoang,Manager,Accounting,Speciality Products,Female,25,12/15/2021,"$1,14,893 ",China,Chengdu,
E04598,Violet Garcia,Sr. Analyst,Marketing,Speciality Products,Female,35,1/10/2017,"$80,622 ",United States,Austin,
E03247,Aaliyah Mai,Vice President,IT,Speciality Products,Female,57,11/11/2016,"$2,46,589 ",United States,Phoenix,3/26/2017
E02703,Austin Vang,Manager,Marketing,Speciality Products,Male,49,5/20/2018,"$1,19,397 ",China,Beijing,3/14/2019
E02191,Maria Sun,Director,Sales,Corporate,Female,25,12/19/2021,"$1,50,666 ",China,Chengdu,
E00156,Madelyn Scott,Sr. Manger,IT,Research & Development,Female,46,1/9/2002,"$1,48,035 ",United States,Phoenix,
E03349,Dylan Chin,Director,Finance,Corporate,Male,60,6/5/2017,"$1,58,898 ",United States,Miami,
E04032,Emery Zhang,Field Engineer,Engineering,Corporate,Female,45,2/28/2012,"$89,659 ",China,Beijing,
E00005,Riley Washington,Director,Sales,Speciality Products,Female,39,4/29/2007,"$1,71,487 ",United States,Phoenix,
E04354,Raelynn Rios,Vice President,Sales,Manufacturing,Female,43,8/21/2016,"$2,58,498 ",United States,Columbus,
E01578,Anthony Hong,Sr. Manger,IT,Research & Development,Male,37,11/29/2010,"$1,46,961 ",United States,Columbus,
E03430,Leo Herrera,Sr. Business Partner,Human Resources,Research & Development,Male,48,4/22/1998,"$85,369 ",Brazil,Manaus,11/27/2004
E03058,Robert Wright,Technical Architect,IT,Manufacturing,Male,30,6/14/2015,"$67,489 ",United States,Chicago,
E04762,Audrey Richardson,Director,IT,Manufacturing,Female,46,10/6/2018,"$1,66,259 ",United States,Chicago,
E01148,Scarlett Kumar,Systems Analyst,IT,Corporate,Female,55,1/7/2009,"$47,032 ",United States,Columbus,
E03094,Wesley Young,Sr. Analyst,Marketing,Speciality Products,Male,33,9/18/2016,"$98,427 ",United States,Columbus,
E01909,Lillian Khan,Analyst,Finance,Speciality Products,Female,44,5/31/2010,"$47,387 ",China,Chengdu,1/8/2018
E04398,Oliver Yang,Director,Marketing,Speciality Products,Male,31,6/10/2019,"$1,76,710 ",United States,Miami,
E02521,Lily Nguyen,Sr. Analyst,Finance,Speciality Products,Female,33,1/28/2012,"$95,960 ",China,Chengdu,
E03545,Sofia Cheng,Vice President,Accounting,Corporate,Female,63,7/26/2020,"$2,16,195 ",United States,Miami,
